ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10
395.75,450.44,330.99,924.43,496.24,848.81,665.12,49.46,630.47,519.99
463.62,721.57,344.09,696.09,605.35,611.88,530.77,790.76,5.44,430.71
488.91,862.31,641.12,525.08,981.32,331.06,352.6,718.42,424.25,920.82
695.86,637.82,426.71,235.31,720.81,619.44,244.1,273.82,439.98,301.23
71.69,912.15,363.65,450.64,986.87,759.11,880.12,746.92,138.16,965.36
270.25,446.51,244.53,88.76,622.45,666.33,853.59,276.34,285.72,918.58
796.36,414.68,904.5,421.5,584.96,440.57,310.16,818.68,465.68,770.82
800.4,57.07,893.15,299.85,856.58,24.76,938.06,698.01,466.21,699.55
128.46,206.54,157.15,544.68,357.36,888.58,660.76,861.36,287.91,307.21
166.86,815.43,640.93,176.4,146.23,421.03,813.66,935.68,160.15,428.55
956.3,72.54,875.22,139.98,638.11,435.09,92.1,708.89,979.39,851.16
277.44,274.86,367.43,89.47,178.5,984.76,997.65,612.91,926.44,119.68
258.66,528.58,140.37,682.51,785.42,636.6,877.54,879.97,503.12,745.5
267.73,610.05,871.74,190.44,493.87,226.02,698.58,422.61,819.91,513.85
471.54,622.16,459.2,189.66,726.27,240.92,224.11,183.39,719.07,302.7
755.8,398.29,526.99,934.82,156.21,178.66,146.0,380.97,828.65,838.54
876.7,58.06,894.27,632.71,487.9,523.84,121.9,432.9,532.33,349.17
720.91,126.5,712.84,91.09,774.22,33.65,803.11,606.11,938.71,585.9
314.29,522.79,630.74,683.62,450.53,417.03,145.17,25.47,626.29,791.05
812.62,664.12,231.01,384.67,665.17,495.23,376.36,719.19,830.75,370.61
548.93,727.25,50.62,954.38,890.88,246.31,914.9,507.35,72.1,1.7
718.85,474.56,32.88,687.4,865.72,16.99,973.48,779.73,700.34,470.4
681.55,971.83,425.36,395.25,530.42,36.11,983.79,15.49,142.41,655.88
948.72,451.19,692.17,992.51,63.39,737.24,54.79,479.23,238.9,739.06
641.68,241.94,104.69,118.55,254.77,442.19,313.15,692.33,685.7,119.24
393.89,117.34,256.69,267.93,107.48,227.8,946.38,120.05,82.87,762.39
566.05,191.27,674.58,380.7,831.56,619.74,845.74,207.12,616.44,977.39
106.75,413.96,99.66,121.32,951.77,303.72,891.45,524.37,47.76,578.01
520.35,537.98,441.11,283.94,644.85,604.08,24.95,936.15,549.14,475.13
317.54,615.4,158.92,927.84,792.07,944.18,301.39,281.46,704.19,727.46
908.96,600.6,48.01,831.89,708.07,307.69,741.07,579.09,283.85,716.77
69.7,202.8,210.76,903.08,690.79,341.74,155.3,834.52,125.01,435.37
559.96,456.59,654.28,288.59,777.54,788.19,11.02,280.83,14.08,268.73
3.32,718.15,703.94,95.28,280.6,531.38,201.65,315.75,263.09,356.3
689.77,938.25,685.46,181.51,308.34,5.11,596.13,395.39,507.72,962.98
412.2,823.84,740.26,144.01,501.9,765.76,186.92,402.33,263.78,435.81
532.33,347.18,593.87,123.2,736.73,301.36,616.45,184.61,176.23,508.42
368.38,290.74,927.99,126.85,235.47,3.86,447.19,418.55,215.2,713.6
606.91,938.7,480.93,790.94,25.95,672.24,360.93,922.78,18.43,542.99
84.09,688.82,561.4,622.62,500.8,416.53,963.26,207.36,745.63,791.9
243.44,359.06,33.97,541.62,793.6,665.95,930.36,103.93,841.13,890.03
225.92,135.63,549.38,912.21,999.23,602.42,644.48,319.95,596.25,194.65
59.1,471.68,951.19,892.03,178.83,73.54,576.72,440.27,390.73,601.83
575.3,140.54,813.32,104.17,147.92,21.77,561.62,334.72,614.46,862.04
219.73,62.42,784.27,363.52,439.37,239.99,843.6,469.12,523.57,659.78
570.46,385.03,701.03,562.59,440.92,914.05,467.32,416.51,894.68,877.59
523.07,679.93,503.83,709.63,204.97,623.17,460.48,997.25,812.26,515.8
965.63,0.43,642.65,345.24,199.81,592.65,706.78,217.0,756.08,112.15
430.42,959.51,941.71,391.78,498.87,481.79,708.86,311.97,255.08,675.58
866.65,112.36,55.16,82.07,962.6,406.84,418.09,865.29,114.9,977.35
359.23,249.65,507.75,71.82,951.96,542.11,763.2,972.53,48.96,188.1
802.31,207.99,178.09,137.21,966.7,19.97,117.28,403.23,953.38,186.51
14.88,470.55,11.06,747.01,416.04,891.88,979.16,946.46,310.26,282.17
516.37,305.15,556.42,450.93,930.61,725.37,618.87,352.55,986.93,413.9
773.17,728.47,596.3,213.41,408.87,382.1,310.23,821.67,461.95,84.63
50.8,535.88,622.63,820.41,731.34,963.95,706.52,169.54,710.18,343.23
170.62,468.61,603.85,434.03,372.92,716.18,317.73,749.51,724.77,444.68
425.58,259.52,302.79,12.8,537.29,99.35,456.85,647.6,812.98,665.3
857.18,425.23,18.72,887.88,835.8,121.18,980.5,791.79,632.93,784.96
153.83,256.61,551.56,840.21,925.63,476.43,58.4,678.11,485.29,329.83
649.23,707.04,126.42,452.23,771.0,966.32,932.09,86.52,322.37,319.01
767.4,27.79,816.91,605.28,76.77,365.7,378.29,569.26,58.95,266.2
790.26,331.67,377.94,777.09,837.44,958.81,522.43,55.77,748.27,511.68
435.67,225.48,365.52,587.51,777.11,963.87,939.08,64.14,855.55,790.69
971.85,724.3,198.69,927.65,402.54,342.0,526.26,301.55,315.46,101.82
305.65,149.01,814.0,967.59,634.37,61.08,990.86,2.37,763.49,843.0
37.33,84.61,476.73,208.33,700.89,406.78,547.18,605.79,498.3,448.81
942.04,137.27,782.18,306.86,885.53,285.84,156.49,394.54,542.27,86.69
235.8,606.26,892.98,448.31,844.16,835.93,898.85,220.64,895.95,378.39
340.88,192.45,974.18,275.03,965.12,573.15,731.41,790.74,337.37,759.09
84.56,914.79,266.71,475.19,127.81,133.1,831.2,765.28,994.17,735.78
113.58,691.06,646.72,760.8,553.05,475.6,497.7,99.23,197.82,708.18
828.08,427.45,36.98,65.48,837.29,359.78,725.76,425.89,845.04,728.1
337.18,121.36,283.26,487.63,402.48,215.79,460.14,987.3,350.41,760.19
441.84,121.36,917.07,832.86,639.03,118.6,851.26,313.14,954.86,893.77
98.31,344.41,678.48,798.85,494.48,809.67,155.57,634.28,425.3,501.79
220.66,611.15,30.89,855.83,328.87,874.42,186.6,594.3,608.91,847.07
770.48,922.75,837.38,385.24,602.93,204.32,944.63,234.35,143.25,449.31
23.22,735.25,537.39,204.62,90.81,307.72,671.33,765.38,913.2,142.77
904.06,880.42,798.49,683.04,909.23,589.01,246.25,808.88,419.92,688.24
200.92,622.95,704.95,326.08,533.56,895.06,301.43,260.2,207.02,737.92
882.34,281.58,857.49,288.1,635.61,171.92,37.16,617.69,839.91,39.58
973.14,844.04,233.7,524.58,576.49,27.89,337.34,941.0,698.5,43.7
920.83,384.87,227.03,387.5,125.95,577.67,89.68,57.16,282.87,592.16
143.08,7.25,584.73,422.71,735.14,382.26,843.56,661.22,675.12,981.5
358.3,963.83,186.02,256.49,466.92,238.15,196.5,520.47,651.72,673.34
411.73,902.93,747.97,596.23,772.29,169.15,382.09,117.84,316.16,858.6
683.17,932.36,524.12,802.16,839.57,502.09,841.5,750.03,262.58,934.75
788.8,87.97,735.43,678.42,326.88,447.81,755.36,970.88,592.39,142.51
687.26,490.14,111.66,649.64,604.63,685.98,203.28,398.22,847.94,417.72
79.84,100.25,614.38,875.45,907.05,155.64,164.19,463.21,639.23,93.68
94.27,329.15,400.09,543.16,8.0,13.78,509.8,721.48,848.74,567.73
771.21,620.07,935.98,39.56,571.26,159.23,285.73,363.38,33.32,527.83
148.76,835.86,941.56,845.63,830.98,606.3,649.88,475.78,797.63,181.16
450.27,661.84,904.3,421.98,788.0,576.66,899.97,635.12,522.35,267.8
505.46,911.14,804.51,929.34,508.92,714.18,91.62,739.76,242.62,626.53
210.57,59.35,836.25,904.65,93.54,987.55,788.94,586.33,241.02,762.61
387.89,817.35,704.42,579.17,356.7,588.97,298.4,818.24,628.41,960.39
429.67,811.02,24.07,810.1,822.28,119.15,578.51,449.47,64.2,360.77
91.62,931.89,471.54,172.88,866.79,601.36,204.95,206.11,586.16,392.12
705.16,753.33,767.54,222.29,554.79,504.72,584.23,887.0,935.16,490.68
984.53,593.6,674.55,395.14,744.7,849.85,176.6,333.87,240.78,7.48
777.2,226.01,185.37,891.64,725.09,986.22,819.69,365.71,785.85,741.97
388.57,284.52,390.97,477.44,397.65,644.43,777.95,15.87,245.89,418.77
34.3,110.47,156.61,579.36,571.88,863.84,117.15,236.08,317.07,331.64
169.65,293.38,4.59,621.15,894.85,923.98,258.04,649.84,524.98,392.72
206.83,750.75,860.28,739.18,450.5,291.12,489.95,304.74,517.1,430.33
619.22,684.48,335.2,518.89,383.96,151.64,648.8,269.9,109.37,102.54
360.37,841.27,846.38,873.99,712.64,531.32,517.55,746.54,636.35,27.29
736.62,815.19,708.76,828.67,701.91,906.26,975.23,297.36,996.64,987.95
400.69,38.87,510.75,908.78,543.07,576.71,203.21,800.24,385.02,611.63
465.14,254.97,310.69,758.13,408.73,853.33,538.11,345.74,579.41,422.92
404.47,713.3,396.45,737.66,335.11,796.39,824.64,981.24,479.05,932.28
635.35,544.31,846.95,681.75,626.02,977.7,657.47,477.85,384.49,560.48
364.09,378.88,558.35,268.61,433.78,584.46,828.14,72.03,500.48,470.4
253.66,689.32,221.21,505.68,466.56,162.76,810.94,940.54,860.21,635.43
312.69,83.65,89.33,358.07,272.17,982.89,772.63,832.33,929.05,685.46
976.68,898.79,595.36,818.91,888.11,439.86,24.47,794.03,609.68,7.12
625.53,796.13,703.41,673.61,95.15,758.41,647.29,93.4,683.59,933.63
493.07,714.99,272.08,637.02,283.31,106.35,251.71,47.16,300.83,626.04
576.58,797.35,318.18,575.12,581.61,383.13,721.03,607.18,891.15,396.26
995.8,493.37,297.51,667.47,779.07,885.32,790.84,999.85,693.66,205.1
630.98,246.87,944.36,43.27,611.4,597.22,944.72,490.08,245.97,362.14
274.21,439.76,855.21,886.94,85.92,323.49,254.4,129.21,384.58,470.5
72.01,218.1,14.47,408.56,556.77,229.46,934.9,127.76,889.98,883.49
943.11,274.68,819.99,720.62,751.77,929.82,16.8,144.02,626.41,446.94
250.18,522.53,746.74,31.2,482.21,808.83,190.3,735.24,542.57,768.22
410.65,485.35,958.9,746.08,237.56,596.56,881.65,132.02,625.5,45.08
512.65,267.44,994.77,318.03,250.35,314.74,293.57,851.48,69.83,246.98
473.09,242.61,794.68,582.76,664.98,239.11,995.31,278.35,245.49,980.5
888.41,942.06,872.21,65.16,405.71,255.7,355.45,626.45,133.08,73.93
897.72,651.8,23.47,623.63,496.78,684.73,81.45,166.26,714.84,55.45
645.17,203.4,818.79,373.64,39.29,705.87,834.98,221.56,33.77,475.57
578.57,447.35,734.53,894.18,471.35,408.13,822.78,140.55,791.07,124.27
874.08,531.53,684.23,491.23,587.42,602.12,364.8,189.49,616.43,276.94
304.36,572.76,198.5,534.32,274.06,262.1,259.94,950.04,93.97,753.36
712.02,989.67,461.38,898.38,217.01,249.73,153.35,579.09,496.24,559.24
8.94,905.03,342.01,193.42,873.13,56.09,181.17,328.94,555.21,331.61
155.36,302.68,538.17,467.62,488.63,961.95,990.52,783.67,166.75,840.51
172.11,935.34,166.32,34.59,726.52,599.98,406.15,241.36,489.6,317.13
908.79,389.39,663.39,325.24,350.88,209.12,193.08,292.78,341.56,91.9
530.52,130.26,322.51,32.58,704.0,593.97,515.25,319.23,261.43,653.7
174.39,293.84,810.58,860.65,344.99,829.28,786.12,629.65,483.64,203.98
355.07,372.56,447.76,947.61,907.59,264.72,544.55,240.17,717.31,42.05
813.71,45.06,115.58,142.56,521.67,48.16,867.92,991.46,919.28,203.35
127.3,223.99,94.44,617.94,220.42,473.26,189.39,174.19,877.22,143.31
96.19,521.38,585.71,499.71,444.25,778.15,152.22,459.92,268.65,797.92
2.92,420.28,713.81,648.94,583.64,343.46,126.53,185.78,574.95,911.32
424.12,489.66,664.91,356.08,766.29,704.76,657.6,860.72,267.54,486.19
739.78,436.32,12.08,658.15,252.26,930.78,225.09,530.62,388.41,884.14
589.94,544.26,20.79,372.27,613.56,411.75,203.81,866.79,617.0,211.75
787.32,848.86,790.04,2.48,38.58,194.86,194.71,254.41,21.88,345.44
146.81,606.32,650.26,745.65,340.95,261.86,509.77,721.78,61.59,520.25
770.43,388.76,53.81,622.44,904.29,384.82,497.85,673.49,66.66,881.38
568.06,105.55,128.21,639.6,350.15,483.21,310.31,640.85,690.45,79.93
622.61,420.58,720.38,683.63,517.16,947.45,562.44,990.29,639.3,825.4
950.49,759.06,329.59,182.16,326.75,669.33,968.84,953.98,379.91,535.57
541.26,723.55,951.01,707.81,444.25,989.85,779.58,747.78,696.17,615.36
4.11,80.45,735.14,277.1,645.34,700.18,114.51,497.0,790.69,654.56
378.69,736.82,811.65,578.53,766.58,439.68,354.73,957.76,300.26,6.54
915.38,384.96,957.38,638.29,760.06,197.65,717.4,835.07,797.3,659.36
80.63,109.66,967.83,160.04,479.01,116.92,568.61,138.49,304.14,76.11
294.58,98.42,780.75,21.16,848.87,146.55,287.78,743.72,695.94,600.42
123.13,845.77,299.03,578.59,820.8,656.71,940.21,149.89,949.96,651.07
715.51,384.45,981.51,929.96,523.52,611.01,712.56,300.78,344.38,987.0
106.3,357.82,710.24,73.09,221.2,11.81,908.68,740.19,423.8,891.33
909.41,58.26,475.76,366.44,92.32,363.36,240.42,548.76,5.68,193.05
942.91,530.44,852.95,477.63,883.51,211.05,907.67,589.39,524.39,172.0
235.56,680.81,32.49,98.49,283.57,900.34,669.22,642.39,673.42,726.98
703.58,854.58,263.68,664.71,12.38,967.52,762.16,486.25,274.77,628.0
461.56,725.99,919.26,131.44,580.91,376.0,531.22,831.38,365.63,537.98
169.75,220.3,169.73,109.41,157.54,16.78,462.49,222.53,255.33,479.32
897.58,988.1,715.45,431.36,287.77,38.46,380.91,779.48,311.37,507.41
829.92,654.59,598.29,235.86,950.18,534.13,233.07,21.16,621.8,702.84
0.24,577.1,416.12,534.16,641.44,963.49,549.22,658.39,479.31,855.96
561.52,75.51,971.88,957.52,891.07,731.94,677.45,644.22,126.8,196.91
717.24,285.5,80.61,852.85,378.44,468.19,148.97,493.36,826.56,368.69
448.09,169.01,87.76,142.6,13.63,314.44,836.29,507.9,682.01,343.85
969.49,362.66,83.48,107.78,295.93,301.58,812.57,174.51,407.97,791.58
112.34,962.26,213.63,360.31,450.41,337.09,331.76,978.13,35.69,531.19
419.98,285.85,617.81,71.96,828.88,289.46,783.03,789.54,716.08,703.99
646.33,454.17,521.58,466.2,404.24,493.82,814.12,277.16,325.68,295.43
792.52,732.02,262.0,425.93,959.21,575.75,357.32,360.31,824.54,824.94
564.57,725.52,866.6,554.23,237.39,58.36,543.43,140.34,50.93,23.62
365.4,420.74,987.3,399.09,801.64,484.5,713.37,463.82,707.59,464.91
257.12,472.04,78.36,981.68,923.76,151.48,114.35,529.12,244.35,13.05
887.41,645.9,342.58,933.35,343.34,809.66,129.73,746.92,292.56,873.38
554.37,147.38,504.05,735.95,365.69,468.17,213.47,657.48,500.34,863.02
213.6,366.67,888.14,956.09,378.13,516.99,819.96,873.91,923.89,560.91
961.53,383.0,45.13,732.91,420.93,165.88,519.97,280.72,670.4,269.04
71.78,139.09,105.42,788.38,437.43,529.46,341.56,337.75,509.15,813.55
602.49,422.84,978.77,554.26,587.58,597.17,985.63,118.06,996.5,751.93
359.45,116.4,328.91,311.85,735.86,742.77,25.62,964.22,193.51,700.75
44.13,902.98,428.49,720.47,714.87,475.52,892.79,3.26,312.56,1.49
405.0,358.92,125.21,517.36,51.87,968.78,626.0,407.63,129.66,638.87
220.53,891.08,41.75,7.48,760.7,245.82,598.2,259.02,35.06,294.93
69.95,960.74,176.09,281.47,484.3,684.43,70.11,482.39,820.07,821.24
520.79,90.75,252.05,941.56,94.91,522.37,64.87,246.85,328.99,339.65
56.56,797.43,463.37,180.11,848.26,19.27,421.53,635.96,430.81,406.79
106.2,698.12,22.42,788.95,387.86,539.21,71.0,117.4,77.06,172.13
35.98,828.97,203.45,574.29,823.76,501.6,806.1,427.92,555.41,785.06
989.07,817.05,72.76,540.63,523.51,343.71,458.32,351.49,648.32,608.3
941.81,586.69,288.06,549.9,90.43,558.52,515.44,563.75,632.34,715.52
666.97,625.27,383.94,769.2,154.58,849.68,755.27,403.34,664.39,715.01
146.97,17.36,25.02,877.22,745.78,424.51,394.99,92.65,132.75,177.41
122.93,402.26,679.41,90.93,244.89,290.38,291.07,506.68,775.93,669.8
382.05,36.47,523.05,175.19,485.82,779.29,420.5,682.25,92.01,495.45
531.78,821.55,344.21,164.35,751.53,972.49,974.05,971.98,344.25,567.7
655.0,805.28,689.37,709.46,22.73,964.67,886.33,451.95,471.26,308.86
639.86,49.73,150.2,192.85,947.55,893.11,314.37,36.85,156.96,492.68
403.43,881.94,374.91,831.96,986.51,955.14,880.17,625.63,185.1,229.85
419.36,469.59,330.2,296.54,19.29,905.2,295.45,371.52,653.62,62.64
333.11,937.58,359.41,354.7,540.21,121.52,294.46,908.57,519.68,496.14
785.9,903.48,705.41,20.44,618.36,513.61,564.69,413.56,315.76,175.83
679.7,595.56,93.66,704.99,936.4,755.85,742.99,945.09,778.63,47.55
555.34,889.92,206.85,316.14,126.16,838.05,657.98,571.8,901.65,351.24
176.43,917.78,193.33,9.35,48.98,417.24,580.44,355.81,723.9,368.07
338.57,794.23,410.23,586.59,387.48,261.43,93.14,821.46,921.39,214.12
949.56,504.53,680.78,142.25,887.38,774.45,848.06,211.18,472.11,978.13
347.0,363.82,443.55,514.48,288.11,365.49,373.38,84.01,730.35,350.35
180.22,145.09,93.22,438.4,859.37,546.35,989.48,9.08,544.8,958.84
130.81,676.44,22.9,661.57,979.51,337.84,223.85,155.99,48.73,78.49
284.42,562.34,148.8,964.79,30.28,984.32,142.04,760.45,54.63,664.5
863.06,517.71,534.71,388.88,380.23,404.95,600.19,778.23,862.79,253.98
49.21,762.89,286.82,948.12,209.64,576.62,481.27,645.92,385.96,912.92
538.33,675.44,679.52,798.39,269.34,777.06,393.09,944.47,193.03,482.07
461.79,412.55,34.01,34.92,936.14,842.74,972.83,552.29,952.5,811.56
185.17,197.16,797.83,451.16,627.79,72.96,611.94,678.78,531.88,508.46
775.3,70.25,105.64,392.61,682.36,206.98,526.41,867.08,547.79,422.99
605.73,780.92,745.96,282.57,122.19,814.03,612.98,962.41,254.44,39.79
954.19,851.42,897.92,540.63,928.91,49.49,934.28,328.31,178.0,230.74
153.55,122.5,466.33,370.33,262.21,948.73,455.54,534.09,260.13,155.22
671.82,907.43,12.53,694.56,194.91,190.02,621.5,695.35,146.4,603.83
424.03,757.21,840.93,933.53,729.7,641.15,728.41,600.81,270.65,221.84
147.16,763.51,713.03,451.86,889.52,421.32,180.21,351.48,25.62,55.6
817.85,719.44,734.62,274.35,250.28,449.78,411.96,250.89,336.58,644.73
100.6,855.19,946.33,496.49,557.11,541.35,751.37,621.93,588.85,924.32
694.88,989.91,171.93,686.92,320.59,732.9,415.82,951.82,632.95,698.76
672.4,104.98,622.63,316.77,219.72,342.65,57.23,442.49,484.46,558.89
553.46,597.26,170.54,84.47,742.42,46.28,716.7,714.99,675.6,77.51
263.76,552.19,1.55,834.09,852.92,959.96,20.5,381.8,308.4,961.75
29.15,831.32,977.81,244.41,737.9,314.45,745.65,290.11,939.41,311.79
488.54,436.18,664.95,652.8,371.54,90.38,817.45,832.82,397.46,48.06
585.35,796.14,398.89,636.24,13.81,598.92,385.36,538.45,594.67,947.75
576.38,918.68,472.73,525.21,220.38,895.23,70.47,125.03,564.2,333.8
88.15,699.89,487.67,139.96,816.32,281.99,961.96,53.74,879.56,475.62
414.69,823.08,10.26,735.55,549.31,772.81,440.36,870.02,735.45,605.26
474.12,33.86,811.42,131.47,189.49,264.26,785.73,577.51,680.08,534.53
302.45,449.45,572.99,461.31,113.92,889.29,435.54,894.98,751.04,675.34
557.81,501.94,889.42,651.17,548.82,185.68,73.46,155.08,706.64,884.52
126.96,394.84,266.24,550.09,856.62,537.53,591.63,294.85,916.66,259.71
549.7,331.23,81.79,407.35,209.9,944.54,875.22,642.41,600.6,508.0
227.82,563.49,864.68,60.25,377.25,722.99,453.93,773.76,261.94,240.35
589.22,225.8,675.33,497.31,311.64,350.62,86.66,17.7,833.24,737.33
710.7,215.85,521.39,468.76,639.87,968.11,53.39,224.21,322.48,506.28
835.39,827.53,38.74,221.47,2.44,721.46,255.14,579.62,999.39,214.84
973.44,225.59,585.51,558.33,863.77,312.77,659.85,686.89,802.09,836.71
107.11,456.27,527.33,895.21,139.53,757.82,649.51,444.76,643.27,178.11
472.35,853.21,586.64,133.46,81.58,735.57,571.84,719.62,336.03,355.42
913.81,291.48,331.19,348.19,505.5,103.67,581.18,673.73,231.1,370.12
5.2,906.39,590.48,942.44,955.68,599.24,594.28,911.81,415.06,156.66
534.99,357.17,931.63,549.53,731.56,442.31,255.1,686.82,687.85,716.25
707.19,176.42,566.89,717.61,384.41,174.35,703.08,223.08,794.8,521.07
335.4,371.37,327.18,931.43,863.48,532.71,974.16,502.3,804.84,657.34
338.04,653.01,547.59,524.45,352.18,499.61,553.05,873.45,329.06,694.34
842.72,960.87,315.27,337.75,726.05,101.69,21.86,829.66,187.02,796.41
831.94,31.03,920.43,491.31,504.62,617.09,770.25,241.82,805.62,789.01
495.17,813.64,165.17,517.28,613.81,896.37,309.6,944.03,245.86,716.88
608.55,108.46,290.62,985.89,969.73,532.71,653.35,222.51,104.68,553.92
342.39,973.98,420.78,217.66,603.97,335.94,555.33,689.1,394.73,388.64
180.3,483.86,805.45,291.87,627.2,435.24,313.27,195.15,221.34,164.11
76.78,72.27,926.69,841.57,690.34,74.63,652.41,733.4,286.59,543.12
367.23,799.02,921.8,897.71,552.23,852.81,832.0,200.03,385.83,645.91
89.7,169.83,298.47,882.08,799.39,427.84,107.16,454.26,202.44,600.73
666.69,176.16,511.8,656.62,771.2,109.0,263.88,771.19,984.31,737.73
507.39,960.81,711.81,532.83,775.02,904.59,563.76,703.58,250.77,406.06
982.22,944.31,332.27,510.6,914.46,835.99,996.97,323.76,276.86,390.7
793.71,831.2,535.32,480.08,746.43,427.76,984.13,12.83,346.38,793.89
94.22,327.8,769.65,171.36,696.59,79.5,622.1,734.15,685.39,228.9
867.25,487.58,502.8,234.03,270.51,284.28,273.92,915.51,970.0,663.57
152.5,347.98,302.46,793.08,302.47,188.29,267.34,836.09,869.19,723.52
816.79,47.05,511.24,639.74,625.12,246.65,209.7,672.5,802.11,196.8
212.26,640.05,683.17,433.23,675.8,656.33,477.8,589.26,701.45,427.26
368.48,731.88,302.51,197.77,105.87,928.29,740.27,369.17,157.92,677.42
554.0,225.24,310.13,264.28,770.26,45.21,404.45,160.98,543.24,147.68
139.94,640.68,994.91,933.65,135.28,314.15,290.75,930.94,594.33,263.41
455.25,978.26,292.85,436.71,152.71,521.74,504.58,650.3,18.08,947.98
634.04,810.39,233.24,347.07,21.87,104.48,278.81,456.43,152.11,142.33
583.22,440.78,911.54,752.5,319.18,343.13,89.61,592.52,803.94,186.84
880.81,717.55,405.41,106.58,176.55,749.79,288.17,480.27,8.88,771.75
966.21,762.55,569.11,302.41,216.43,59.88,46.14,765.75,999.4,933.12
685.16,201.16,790.57,695.83,189.01,455.31,971.4,768.59,96.65,934.41
538.43,519.63,192.74,54.14,993.0,423.97,736.93,259.81,421.38,693.17
203.74,369.0,84.12,583.66,722.36,880.87,261.14,950.42,275.68,611.51
980.13,928.75,662.59,737.41,429.42,973.14,867.18,760.93,352.0,204.67
830.27,663.63,655.9,523.6,570.07,725.44,684.35,448.32,803.76,408.06
867.56,871.69,446.52,83.12,985.35,317.46,260.96,584.17,263.07,845.75
669.4,362.7,986.42,704.12,172.86,398.25,197.41,847.01,167.82,116.0
236.95,973.52,16.68,3.69,325.99,241.15,545.35,473.43,590.8,701.77
84.87,538.43,685.68,695.16,422.93,566.4,932.83,979.46,773.23,846.99
808.46,452.93,164.03,313.17,212.15,15.6,408.95,90.22,918.34,56.63
250.47,892.28,405.63,773.4,638.79,317.22,147.65,596.59,110.26,886.32
480.43,901.28,731.16,487.4,403.32,916.87,940.33,568.39,725.79,623.17
814.46,119.87,772.99,76.14,282.16,909.11,448.53,570.94,549.05,605.59
305.64,467.64,694.72,857.12,149.05,665.74,514.92,605.51,546.52,249.25
